"gene","module"
"CSF1R","yellow"
"SCNN1A","green"
"SULT1A1","blue"
"KLHDC7A","blue"
"ARHGEF26","turquoise"
"KCNA1","turquoise"
"TMPRSS5","grey"
"SHD","green"
"TMEM238","grey"
"MAB21L4","grey"
"PGR","turquoise"
"MT-ND6","grey"
"MAP4K1","yellow"
"CBX7","brown"
"CCR7","pink"
"ZCCHC24","turquoise"
"SNHG5","grey"
"TRBC2","yellow"
"H1-2","grey"
"LOC105375166","red"
"FGF10","turquoise"
"EMILIN1","turquoise"
"PYGL","grey"
"CENPW","turquoise"
"TMEM132A","blue"
"RET","turquoise"
"PRECSIT","blue"
"RIMS3","turquoise"
"TNFSF9","black"
"BCL2L15","green"
"LOC105371600","green"
"KCTD16","grey"
"DNAI4","blue"
"MST1P2","grey"
"LOC101928215","blue"
"NRARP","green"
"RASL11A","grey"
"SPC25","brown"
"POU2AF2","grey"
"BMS1P20","yellow"
"EPS8L3","green"
"MPDZ","turquoise"
"F12","brown"
"S1PR3","red"
"GSTM3","turquoise"
"NCAPH","brown"
"TMEM179","turquoise"
"LOC107985216","grey"
"CHMP1B2P","grey"
"MYC","brown"
"A1CF","green"
"KIF20A","brown"
"SLC14A1","grey"
"RGMB-AS1","grey"
"HPGDS","turquoise"
"GRIN2A","turquoise"
"ATAD2","brown"
"LMTK3","turquoise"
"CDH2","turquoise"
"CRIP1","grey"
"PLS1","green"
"HOXA10-HOXA9","grey"
"CHD9NB","grey"
"ANGPTL2","red"
"LINC01811","turquoise"
"HMGA1","brown"
"SLC4A3","turquoise"
"SNTB1","brown"
"LOC105378662","blue"
"PRR11","brown"
"FBN1","red"
"GRP","red"
"LINC00974","blue"
"STON1-GTF2A1L","turquoise"
"RIMBP2","grey"
"CCN6","grey"
"SOX14","turquoise"
"TIFAB","yellow"
"LINC01082","brown"
"FAM131B","red"
"ATP11A","brown"
"MYO1A","green"
"RNF128","green"
"HSPB3","turquoise"
"KCNN4","turquoise"
"CCL2","grey"
"RAB25","green"
"IDO1","grey"
"RAB3B","turquoise"
"MPZ","turquoise"
"ERICH5","grey"
"ADAMTS1","turquoise"
"ATP1B2","turquoise"
"PTGER2","blue"
"GABRP","grey"
"LRRC2","grey"
"PCLAF","brown"
"LHFPL4","turquoise"
"ITGB2","grey"
"LOC101927522","blue"
"LINC02884","brown"
"FER1L4","grey"
"ACACB","brown"
"NOTCH3","red"
"SEMA3A","turquoise"
"FAM83B","green"
"NR4A2","grey"
"KLF15","turquoise"
"LOC102725238","turquoise"
"HLA-DOA","yellow"
"ARHGAP11A","brown"
"RAB23","turquoise"
"MIR194-2HG","green"
"MEDAG","red"
"PAQR4","brown"
"CACNA1A","blue"
"ERCC6L","brown"
"SPHK1","red"
"KCND3","turquoise"
"CDC42EP5","green"
"RBFOX1","blue"
"SLC17A9","brown"
"NEUROG3","blue"
"CCND2","grey"
"STK33","turquoise"
"RAB27B","grey"
"LINC01687","blue"
"LOC107985088","grey"
"HSD11B1","grey"
"SHROOM4","blue"
"BCL2","brown"
"LOC389834","grey"
"BCAN-AS1","turquoise"
"CDT1","brown"
"SPTBN4","turquoise"
"PCDH20","grey"
"EXPH5","green"
"GLRA4","blue"
"LINC02463","turquoise"
"TRIM9","turquoise"
"SNORC","green"
"STK32A","turquoise"
"VILL","blue"
"BMP2","blue"
"CD38","yellow"
"TDP2","blue"
"GLIPR2","turquoise"
"LRRTM1","turquoise"
"SLC9A9","turquoise"
"F5","grey"
"FRMPD4","turquoise"
"CASC8","turquoise"
"IL1A","blue"
"ST8SIA6","grey"
"ZNF334","turquoise"
"PVT1","brown"
"CR1","turquoise"
"TSPYL5","turquoise"
"ENPP2","turquoise"
"ROR1","turquoise"
"MGAT3","grey"
"MT-TS2","grey"
"ANKRD22","turquoise"
"PPM1H","turquoise"
"TOR4A","grey"
"KIAA1549","brown"
"PALLD","turquoise"
"CRACD","blue"
"IGKV1D-43","yellow"
"CX3CR1","turquoise"
"ARMCX1","turquoise"
"PGCKA1","green"
"KLF5","green"
"ENPP6","blue"
"LOC105372246","grey"
"MIR198","red"
"TDRD1","grey"
"RASSF8","turquoise"
"LAYN","turquoise"
"LOC112268432","green"
"TRDC","yellow"
"ESPL1","brown"
"MXRA7","turquoise"
"GOLM1","green"
"PLA2G3","grey"
"GLI2","turquoise"
"PPP2R2B","turquoise"
"LGSN","grey"
"COL24A1","turquoise"
"MIR145","turquoise"
"ANO9","turquoise"
"GPM6B","turquoise"
"HNF1A-AS1","green"
"CDSN","grey"
"MAL2","green"
"NMRAL2P","blue"
"ROS1","grey"
"SLC1A1","blue"
"PHGDH","grey"
"JSRP1","grey"
"ACY3","grey"
"DMRTA1","blue"
"NXF3","grey"
"CREB3L1","grey"
"LOC105373583","grey"
"IBSP","black"
"IER3","grey"
"VSTM2L","grey"
"SALL2","turquoise"
"MT-TK","grey"
"DNAAF9","turquoise"
"STAB1","turquoise"
"HNF4G","green"
"NIHCOLE","brown"
"MAFIP","grey"
"C2CD4B","grey"
"SYTL1","grey"
"SULT4A1","turquoise"
"CYP21A1P","turquoise"
"COL9A2","grey"
"NIPAL1","green"
"PIPOX","grey"
"C3orf85","green"
"CECR2","grey"
"MISP3","green"
"PDE3A","turquoise"
"C1QA","yellow"
"SNORA86","grey"
"SPTBN5","grey"
"CAMSAP3","green"
"FUT5","green"
"HELLS","brown"
"WNT5B","grey"
"SOCS3","grey"
"LOC112268445","turquoise"
"MTHFD1L","brown"
"SIGLEC12","grey"
"SPNS2","blue"
"PRR15","green"
"GSN","brown"
"GGT8P","blue"
"GPT2","turquoise"
"CD37","yellow"
"PRR7","turquoise"
"POU2F3","grey"
"NPY2R","turquoise"
"GTF2IRD1","brown"
"TENM1","turquoise"
"FPR1","red"
"ITGB7","yellow"
"ITGB3","turquoise"
"GPR17","turquoise"
"LOC105370062","grey"
"H3-5","grey"
"EFNA2","green"
"SYNE4","grey"
"GYPC","turquoise"
"GCNT1","turquoise"
"EDNRA","blue"
"LOC100506253","blue"
"PRRT2","brown"
"LINC00654","grey"
"SELL","pink"
"ITGA8","blue"
"SLC12A8","brown"
"IGHV2-70D","yellow"
"FCER1A","turquoise"
"PPP2R2C","grey"
"RASGEF1A","grey"
"FRG1BP","grey"
"LOXL4","turquoise"
"CD3D","yellow"
"CCL25","grey"
"BEX2","grey"
"LOC105373989","grey"
"NFATC1","turquoise"
"TRNP1","grey"
"E2F1","brown"
"CHPF","blue"
"DUSP1","grey"
"TARP","yellow"
"PLEK2","turquoise"
"THEMIS","yellow"
"PDE5A","turquoise"
"SAMD4A","turquoise"
"UGT2B10","grey"
"CNTNAP3P2","turquoise"
"MAP1B","turquoise"
"P2RY13","yellow"
"C3AR1","turquoise"
"RAET1L","black"
"BANK1","pink"
"SYT11","turquoise"
"TMEM220-AS1","blue"
"ARL14","blue"
"CTNND2","turquoise"
"RAI2","turquoise"
"SCARNA2","grey"
"FADS1","red"
"RPS6KA6","grey"
"LOC105376689","grey"
"TRIM36","green"
"LOC105372349","grey"
"IGFBP7-AS1","red"
"RNF217","turquoise"
"TMEM74B","grey"
"SLFN13","turquoise"
"DEPDC1","brown"
"SLC36A1","blue"
"LOC107984128","grey"
"LRG1","grey"
"LOC105370256","grey"
"LINC02320","brown"
"CENPI","brown"
"DOCK8","yellow"
"SFTPA2","grey"
"FOXM1","brown"
"LUM","red"
"GOLT1A","turquoise"
"DUSP26","turquoise"
"ECEL1","grey"
"WDFY4","yellow"
"LMX1A","blue"
"CXCR2P1","yellow"
"CCL3","grey"
"GRAP2","yellow"
"JAM3","turquoise"
"CEACAM8","grey"
"CES1P1","turquoise"
"LOC105375434","brown"
"RETREG1","blue"
"SCARF2","red"
"MATK","grey"
"UGT8","green"
"CELF4","turquoise"
"UNC5D","turquoise"
"VPREB3","pink"
"LRCH2","turquoise"
"CENPE","brown"
"CCN1","grey"
"HDAC9","turquoise"
"BEX1","turquoise"
"PALD1","blue"
"STMN4","turquoise"
"DDX3ILA1","grey"
"TMEM25","turquoise"
"ZDHHC11B","grey"
"NUP62CL","brown"
"LOC102724653","yellow"
"CIMAP3","grey"
"CES2","blue"
"PROSER1","brown"
"PDZK1IP1","turquoise"
"FGFRL1","brown"
"TNFRSF11B","turquoise"
"LINC03026","blue"
"IFI44L","grey"
"ART3","grey"
"UST","turquoise"
"GFPT2","red"
"GSPT2","grey"
"MCAM","turquoise"
"TFR2","brown"
"KCNQ4","turquoise"
"SLCO4C1","blue"
"PLCXD3","turquoise"
"KANK4","grey"
"BDH1","green"
"LOC112268067","grey"
"AP1M2","green"
"PDCD4","blue"
"GAS7","turquoise"
"ELFN2","grey"
"TLR3","blue"
"SPART","turquoise"
"EPCAM","green"
"SYNE1","turquoise"
"LCIIAR","blue"
"KLF12","turquoise"
"NRG1","grey"
"SLC29A1","red"
"SSPN","turquoise"
"HNF1B","green"
"LRBA-AS1","turquoise"
"LPAR1","turquoise"
"TGFB3","red"
"LRIT2","grey"
"KRT78","grey"
"BAHCC1","grey"
"ADIRF","grey"
"DHCR7","brown"
"ADCYAP1","turquoise"
"GFOD3P","turquoise"
"ADRA1A","brown"
"CHRM3","grey"
"KCNA2","turquoise"
"RBPMS","turquoise"
"PTGER3","turquoise"
"LOC107985747","blue"
"FENDRR","turquoise"
"ST6GALNAC5","red"
"SLC16A7","blue"
"TNIP3","grey"
"CDCA3","brown"
"FUCA1","blue"
"CST7","yellow"
"NOXO1","turquoise"
"PRKAR2B","turquoise"
"NQO1","turquoise"
"LOC105370546","grey"
"ATOH8","brown"
"KLHDC8B","turquoise"
"ANKRD20A4-ANKRD20A20P","blue"
"SMOC1","grey"
"SNPH","turquoise"
"ZNF853","turquoise"
"ADAMTS9-AS2","turquoise"
"NKILA","black"
"GREM1","red"
"RPPH1","grey"
"MXRA5","red"
"FBLN5","turquoise"
"LOC105374816","turquoise"
"DAAM2","turquoise"
"RMRP","grey"
"CAPN9-AS1","blue"
"FNBP1","turquoise"
"LIPC","blue"
"IQGAP2","blue"
"MXD1","blue"
"ADGRE1","grey"
"ZNF730","grey"
"LOC105378569","blue"
"TM4SF1","blue"
"HOXD1","blue"
"IFITM3","blue"
"GZMA","yellow"
"UBE2T","brown"
"TTLL7","turquoise"
"TUBB6","turquoise"
"TWIST2","turquoise"
"PRKACB","blue"
"NEXN","turquoise"
"VCAN","red"
"SERTAD4-AS1","turquoise"
"OLFML3","turquoise"
"AEBP1","red"
"CTPS1","blue"
"DOCK2","yellow"
"KIAA0513","blue"
"SERPINA9","pink"
"RAB37","yellow"
"GULP1","turquoise"
"MMP13","blue"
"ELF3","green"
"ANGPT1","turquoise"
"EPB41L4B","green"
"STAC","turquoise"
"MANCR","blue"
"HBEGF","grey"
"RAB31","red"
"ARHGAP44-AS1","turquoise"
"DDO","grey"
"EIF4E3","turquoise"
"LINC00940","blue"
"ERP27","grey"
"KIF11","brown"
"DGKB","turquoise"
"BEND5","turquoise"
"AHNAK","turquoise"
"LY6H","turquoise"
"IGFBP3","grey"
"LINC00842","turquoise"
"IER5L","black"
"FA2H","green"
"COL4A4","blue"
"FPR3","yellow"
"LY6G6F","turquoise"
"GPRASP1","turquoise"
"PTPRC","yellow"
"ITGA2","turquoise"
"ZSCAN18","turquoise"
"CFAP20DC","brown"
"CSF2RB","yellow"
"APBB1","turquoise"
"ARHGEF38","turquoise"
"S100A11","brown"
"PUS7","turquoise"
"PABPC1L","turquoise"
"ATCAY","turquoise"
"PAX4","blue"
"LOC105378184","yellow"
"PRDM8","turquoise"
"SVIL","turquoise"
"PLXNA4","turquoise"
"ANXA3","brown"
"HAGHL","blue"
"ARHGAP23","turquoise"
"HLA-DPB2","grey"
"KIAA0408","turquoise"
"FOXS1","red"
"APOA2","grey"
"BNIP3","grey"
"RCSD1","yellow"
"LOC105370135","turquoise"
"MCF2L-AS1","turquoise"
"CD14","turquoise"
"C3orf70","turquoise"
"RGS13","grey"
"LCP1","yellow"
"LYPD3","grey"
"ANKRD13B","grey"
"DRAIC","grey"
"ANKRD65","turquoise"
"ATP1A3","turquoise"
"RARRES1","blue"
"STAP1","yellow"
"THBS4-AS1","turquoise"
"MAP2K6","red"
"FAT4","turquoise"
"WDR62","brown"
"GABRB2","grey"
"JAML","yellow"
"TLL1","turquoise"
"NPY","brown"
"CADM1","turquoise"
"DPYD","turquoise"
"COX7A1","turquoise"
"MIR3142HG","grey"
"CPNE5","yellow"
"DOC2B","grey"
"SERPINE2","red"
"CHRNA7","grey"
"RNA45SN3","grey"
"ST8SIA1","turquoise"
"PART1","turquoise"
"SHE","turquoise"
"ZNF667-AS1","turquoise"
"RYR1","turquoise"
"SDR42E1","grey"
"MGAM","grey"
"PRODH","grey"
"LINC00665","turquoise"
"LPP-AS1","grey"
"RFC3","brown"
"KCNJ5","turquoise"
"SMKR1","turquoise"
"TK1","brown"
"PIM2","yellow"
"MUC13","green"
"FMO5","blue"
"TM4SF5","grey"
"EPHB2","turquoise"
"LIPH","green"
"XKRX","turquoise"
"LOC105371671","grey"
"TWIST1","red"
"LIPG","brown"
"KIZ","grey"
"FCRL4","pink"
"SPC24","brown"
"KRTCAP3","grey"
"BLM","brown"
"DRP2","grey"
"MAP7","green"
"MS4A6A","yellow"
"MT-TW","grey"
"GRHL2","green"
"MSI1","grey"
"CD1C","turquoise"
"PMP2","turquoise"
"KLHL5","turquoise"
"NPR1","turquoise"
"ZNF304","turquoise"
"TDRD5","grey"
"TRAC","yellow"
"CCDC85A","turquoise"
"CACNA2D4","grey"
"IGSF11","turquoise"
"ZFPM2","turquoise"
"FLRT3","grey"
"CTNNA2","turquoise"
"SSBP2","turquoise"
"PTK7","blue"
"CASC9","grey"
"PAQR8","blue"
"SOD3","grey"
"TMEM150C","grey"
"LOC105377109","green"
"NMUR1","yellow"
"GTSE1","brown"
"STMN3","grey"
"CLSTN2","grey"
"COL28A1","turquoise"
"AKR1C3","grey"
"EPHA4","brown"
"NCCRP1","grey"
"FGFR1","turquoise"
"STAP2","green"
"PAQR5","blue"
"GALNT3","green"
"ENHO","blue"
"TSC22D3","turquoise"
"ADORA3","turquoise"
"IL24","grey"
"PTPRS","turquoise"
"CYP2C19","grey"
"MALRD1","grey"
"SLAMF1","yellow"
"CHST3","turquoise"
"GYG2","grey"
"IL17RD","grey"
"FCHO1","brown"
"TNNC1","grey"
"MT-TN","grey"
"VWF","purple"
"OIT3","grey"
"OLFM1","turquoise"
"APOC3","grey"
"TRPA1","grey"
"CHCHD10","grey"
"COLGALT2","turquoise"
"MT-TY","grey"
"CHST13","grey"
"MEOX2","turquoise"
"FOXD2-AS1","green"
"MALAT1","grey"
"HGD","grey"
"CAPN8","grey"
"KLHL34","grey"
"HOXB6","grey"
"GPC1-AS1","blue"
"SNCAIP","grey"
"FAR2P2","grey"
"PDGFD","brown"
"DBN1","turquoise"
"SLC67A1-AS","blue"
"MCIDAS","turquoise"
"CCL14","turquoise"
"PKHD1","grey"
"TJP3","green"
"FGD2","yellow"
"BHMT","grey"
"F7","grey"
"ORM1","grey"
"ROBO3","turquoise"
"PLAC4","grey"
"DYSF","turquoise"
"TEDC2","brown"
"TESMIN","turquoise"
"TREML2","grey"
"CERCAM","red"
"TRPM4","green"
"MT1JP","blue"
"ELOVL5","blue"
"ENOX1","turquoise"
"WASF3","grey"
"PKD1L2","brown"
"FILIP1L","red"
"CORO6","turquoise"
"SELP","purple"
"CD248","red"
"SLITRK5","turquoise"
"AKR7A3","green"
"LRRK2","turquoise"
"ABAT","grey"
"LDLRAD2","turquoise"
"LINC01124","grey"
"PDZK1","grey"
"SLC5A8","grey"
"MAMDC2","turquoise"
"TPM1","turquoise"
"TEAD4","brown"
"ATP8B1","green"
"PLS3","blue"
"SCUBE3","grey"
"PLK1","brown"
"AFAP1-AS1","grey"
"BIN2","yellow"
"LINC00482","blue"
"INPP5J","green"
"RXFP4","green"
"GPC3","grey"
"IL33","grey"
"LOC100233156","grey"
"TRIL","grey"
"LOC112268079","grey"
"LOC101929532","red"
"DUSP14","red"
"SMPD3","green"
"TMEM150B","grey"
"MT-TC","grey"
"HTR2B","turquoise"
"ATP2C2-AS1","green"
"TPPP","turquoise"
"NR3C1","turquoise"
"CHDH","turquoise"
"IGKV1D-42","yellow"
"LCK","yellow"
"SLC7A4","grey"
"RRAD","turquoise"
"LOC105379162","grey"
"HYAL1","grey"
"ZNF415","turquoise"
"PIK3CG","yellow"
"SLAMF6","yellow"
"LOC112268311","magenta"
"APOBEC3B-AS1","grey"
"LOC100507346","green"
"EEF1AKMT4","turquoise"
"CAPN5","green"
"OVOL1","green"
"SLC35F1","turquoise"
"RTEL1-TNFRSF6B","grey"
"SEMA6A-AS1","blue"
"INSYN1","turquoise"
"HOXA11","grey"
"TMEM47","turquoise"
"SAMD13","green"
"SOX2","grey"
"ZNF662","turquoise"
"KRT15","grey"
"MET","turquoise"
"MROH7","brown"
"ACER2","grey"
"KRT13","grey"
"CLDN7","green"
"RILP","blue"
"KCNJ15","blue"
"TTC6","green"
"VEGFD","turquoise"
"TMEM255A","turquoise"
"NAT8B","blue"
"TMOD2","turquoise"
"G0S2","grey"
"TALAM1","grey"
"SGPP2","green"
"POPDC3","turquoise"
"FAM83H","turquoise"
"TAFA5","red"
"SLC22A23","blue"
"ZNF229","turquoise"
"CYTIP","yellow"
"EBF2","red"
"TRANK1","blue"
"ADGRG1","turquoise"
"MT-TD","grey"
"HUNK","grey"
"SYT5","turquoise"
"PRF1","yellow"
"ZC3H12C","grey"
"PPP2R3A","turquoise"
"PRC1","brown"
"HES6","grey"
"HTR3E","grey"
"CBLC","green"
"KCNE3","turquoise"
"HMGA2","turquoise"
"FCER1G","grey"
"PLAC9","turquoise"
"KRT19","green"
"RTN4R","grey"
"TDO2","grey"
"PTPN7","yellow"
"KCNH8","turquoise"
"LOC105378088","turquoise"
"TCF7L1","turquoise"
"LZTS3","brown"
"TBC1D10C","yellow"
"VIPR1-AS1","blue"
"NCMAP","grey"
"HLA-DPA1","yellow"
"CPAMD8","grey"
"RNF5P1","grey"
"MRAP2","grey"
"PRSS8","green"
"SSTR5-AS1","grey"
"LINC00996","yellow"
"PPBP","grey"
"PRKAG2-AS1","grey"
"TRIM31","green"
"CORO2B","turquoise"
"HSPA7","turquoise"
"MIR31HG","grey"
"MT1A","grey"
"CDHR3","turquoise"
"KCNQ1","turquoise"
"IL10RA","yellow"
"CYP2B7P","grey"
"LOC101448202","red"
"ACTN1","turquoise"
"ENC1","brown"
"HOXA-AS3","grey"
"ANGPTL4","turquoise"
"RASGEF1C","turquoise"
"TRIM54","grey"
"LOC102723906","grey"
"RTL8C","turquoise"
"HSPH1","brown"
"CNNM4","blue"
"PNMA2","grey"
"NRG2","turquoise"
"GPIHBP1","turquoise"
"FGFBP2","turquoise"
"HOMER1","blue"
"GNE","blue"
"ADAM8","grey"
"TSPEAR","grey"
"MITF","turquoise"
"CD8B","yellow"
"IL20RA","turquoise"
"STYK1","blue"
"LINC02826","grey"
"MRAS","turquoise"
"ABLIM3","turquoise"
"IGFBP7","red"
"CLSPN","brown"
"PGGHG","grey"
"FAM83F","green"
"CACNA1C-AS1","turquoise"
"GDF5","turquoise"
"TST","green"
"MTFR2","brown"
"NRCAM","grey"
"BCL2L14","green"
"BLNK","grey"
"GLYATL1","brown"
"MMP2","red"
"CRISPLD1","red"
"KIF23","brown"
"SLAMF9","blue"
"DENND1C","green"
"HSPG2","turquoise"
"SDC2","turquoise"
"ORC1","brown"
"TCEAL6","turquoise"
"SAA2-SAA4","grey"
"RGS9","turquoise"
"CENPA","brown"
"VLDLR","turquoise"
"DEPP1","grey"
"CGN","green"
"LOC102724250","blue"
"MIR3615","grey"
"DAPK1","turquoise"
"MUC16","grey"
"HTRA1","red"
"TMEM54","blue"
"PDE7B","turquoise"
"KCNK9","grey"
"ZDHHC8BP","grey"
"SERTAD4","turquoise"
"HLA-DOB","pink"
"TBX4","grey"
"CNTNAP1","turquoise"
"SNHG14","turquoise"
"HLA-DMB","yellow"
"TRBC1","yellow"
"CDC25B","blue"
"CCNA2","brown"
"GNAZ","turquoise"
"TMEM125","green"
"ZNF844","grey"
"ALK","turquoise"
"SASH3","yellow"
"HK2","green"
"FRRS1L","turquoise"
"SLC25A10","green"
"SLC12A5-AS1","grey"
"LINC02765","turquoise"
"GPR174","yellow"
"LOC105374309","blue"
"MAN1C1","turquoise"
"ZNF471","turquoise"
"SBK1","grey"
"GVINP1","yellow"
"RARRES2","turquoise"
"CD55","grey"
"ZNF134","grey"
"C2orf74","turquoise"
"LOC284600","grey"
"LOC285889","grey"
"GJC2","turquoise"
"SAXO5","brown"
"FABP3","grey"
"CPLX1","grey"
"MYH15","blue"
"FGF9","blue"
"LTF","pink"
"CCN3","grey"
"EPHX2","blue"
"GIPC2","green"
"CCNB2","brown"
"HLA-DRA","yellow"
"KCNE4","turquoise"
"GREB1L","grey"
"LEISA1","turquoise"
"ALDH3B2","grey"
"IL7R","yellow"
"CALY","turquoise"
"TSPAN6","turquoise"
"SDS","grey"
"CNNM1","turquoise"
"LPAR3","grey"
"GAS6-AS1","grey"
"DNAH14","turquoise"
"TGFB2","red"
"LOC101927499","turquoise"
"CRIPTO3","brown"
"DTX3","turquoise"
"KCNIP3","turquoise"
"LANCL3","brown"
"LOC100128770","green"
"LAT","brown"
"ARHGAP8","turquoise"
"GINS4","brown"
"CLRN3","green"
"SLC1A3","grey"
"USP32P2","grey"
"ARHGAP4","grey"
"MS4A7","yellow"
"KIF18A","brown"
"COL2A1","grey"
"MT-TL2","grey"
"OLFML2A","turquoise"
"SLIT1","grey"
"PTPRCAP","yellow"
"EMX1","yellow"
"LOC105377297","turquoise"
"SALL1","grey"
"FXYD5","turquoise"
"MIR3189","grey"
"SHCBP1","brown"
"TMEM151B","turquoise"
"ALOX15B","grey"
"TRIM7","grey"
"CAND2","turquoise"
"LRAT","turquoise"
"MIR22HG","brown"
"HEYL","red"
"KAT2B","turquoise"
"SEZ6L2","grey"
"TXNIP","turquoise"
"STX19","green"
"ADCY2","turquoise"
"SLITRK2","turquoise"
"FEZ1","turquoise"
"PCDHB16","grey"
"TOP1MT","brown"
"NT5DC3","turquoise"
"CDH1","green"
"SULT2A1","grey"
"UBXN10","grey"
"YBX2","green"
"PLSCR4","brown"
"LMNB1","brown"
"GRIA4","turquoise"
"NOL4","blue"
"MNX1","turquoise"
"APOBEC3C","turquoise"
"LTB","pink"
"FAM110B","turquoise"
"FER1L6-AS2","blue"
"MYH14","green"
"LOC105376526","turquoise"
"SLC38A11","grey"
"NME1","brown"
"LOC105375647","green"
"TUSC3","turquoise"
"CDS1","green"
"MYO5B","green"
"LYPD6B","grey"
"MGC32805","grey"
"ENTPD2","grey"
"MRPS21","grey"
"CRACR2B","green"
"SHC3","grey"
"HOXD4","turquoise"
"SLC12A2","turquoise"
"SMIM14","blue"
"CDCA8","brown"
"LINC00540","grey"
"SSTR2","blue"
"SCN11A","turquoise"
"TUBBP5","grey"
"EVC","turquoise"
"MISP","green"
"PXMP2","blue"
"RAPGEFL1","green"
"FSIP1","brown"
"LOC105376506","turquoise"
"NTNG1","turquoise"
"MOXD1","grey"
"SLC7A8","grey"
"AGXT","grey"
"CASP1","grey"
"LRRC4C","turquoise"
"LILRB4","grey"
"NPM3","turquoise"
"KLF2","turquoise"
"PRNP","turquoise"
"LOC112268088","green"
"CDKL2","brown"
"MXI1","brown"
"GRAMD2A","grey"
"LPL","grey"
"TMEM156","yellow"
"ABCC6","green"
"LOC105378842","grey"
"ASAP1-IT1","grey"
"COL5A3","red"
"AP1S3","brown"
"FGF18","black"
"A4GALT","turquoise"
"BUB1B-PAK6","brown"
"CLEC17A","pink"
"GTF2A1L","turquoise"
"CYP21A2","turquoise"
"SLC7A2","grey"
"LINC02057","grey"
"C1QTNF5","red"
"MFRP","red"
"RAD51AP1","brown"
"PLAAT5","turquoise"
"PBX1","turquoise"
"WNT7B","black"
"ABCC8","brown"
"SMOX","brown"
"SLC52A1","grey"
"RASSF9","grey"
"GALNT15","turquoise"
"CSRNP3","turquoise"
"NAP1L3","turquoise"
"CD4","yellow"
"SAMD9","blue"
"SLC27A2","green"
"CXCL6","grey"
"PLEKHG4","brown"
"CFH","turquoise"
"MEGF6","grey"
"CREB5","grey"
"LOC105371818","turquoise"
"RHOF","grey"
"IFIT1","grey"
"STOM","turquoise"
"ZAP70","yellow"
"CERS4","turquoise"
"PODXL2","brown"
"CCNF","brown"
"KYNU","grey"
"LRRN4CL","turquoise"
"RUNDC3A","turquoise"
"PRICKLE2-AS1","turquoise"
"MTCL3","turquoise"
"FOXD1","grey"
"ZFYVE28","blue"
"RHBDL3","grey"
"MYOM2","grey"
"LAIR1","yellow"
"HOXA7","grey"
"GNG2","turquoise"
"DSCC1","brown"
"DMPK","turquoise"
"MARK1","turquoise"
"SLC14A2","grey"
"ENPP1","grey"
"EFHD1","turquoise"
"LOX","red"
"MOCS1","turquoise"
"ST6GAL1","grey"
"RTL5","turquoise"
"ADAMTS14","grey"
"PLCD4","turquoise"
"SIPA1L2","brown"
"TCN2","turquoise"
"EPHA2","black"
"KIRREL3","turquoise"
"CLDN3","green"
"LOC105374264","brown"
"BMP6","yellow"
"PDGFRB","red"
"WNT5A","blue"
"MIR936","grey"
"CALHM5","red"
"OSR2","grey"
"ATP8A1","blue"
"CD2","yellow"
"PRR15L","green"
"AMN","blue"
"NLGN4X","turquoise"
"PARVB","grey"
"SPTSSB","grey"
"GRHL1","grey"
"EVX1-AS","grey"
"SOBP","turquoise"
"RASL10B","blue"
"LAMC2","grey"
"OTULINL","green"
"WNT4","grey"
"ZNF43","grey"
"SLC5A11","blue"
"FPR2","blue"
"SYN3","grey"
"AOX1","turquoise"
"NCKAP1L","turquoise"
"FAM230I","grey"
"LINC02542","grey"
"SPMIP1","turquoise"
"IRX5","grey"
"BIK","turquoise"
"NOS3","grey"
"PRSS16","green"
"SELENOM","turquoise"
"LOC101927297","yellow"
"SYT17","blue"
"SDC1","green"
"LOC107985433","grey"
"SPN","yellow"
"ANKRD33B","turquoise"
"CMTM5","turquoise"
"SV2B","turquoise"
"ARSD-AS1","grey"
"SNORA105B","turquoise"
"TGM3","grey"
"NEFH","turquoise"
"LDLRAD3","blue"
"HOMER2","turquoise"
"MCTP2","green"
"PTGDR2","blue"
"SYT13","green"
"COL27A1","grey"
"IL2RB","yellow"
"ZNF831","yellow"
"SPATA24","blue"
"RTL8A","grey"
"CLCN4","grey"
"FGF1","turquoise"
"DPEP2","turquoise"
"SIT1","grey"
"NALT1","turquoise"
"NBPF1","blue"
"KCNJ3","grey"
"CD40LG","yellow"
"TICRR","brown"
"LOC107985031","blue"
"WWC2","turquoise"
"CMBL","blue"
"PLD4","turquoise"
"ITK","yellow"
"BMX","grey"
"NDC80","brown"
"H2BC8","grey"
"TCP11","grey"
"AMACR","grey"
"TMEM139","grey"
"ACSM5","turquoise"
"GALNT18","grey"
"FAM184A","turquoise"
"TSPAN11","turquoise"
"AVPR1B","brown"
"NHSL2","turquoise"
"SCN4A","turquoise"
"CLCNKB","grey"
"SOX6","grey"
"SH3RF2","green"
"JAG2","brown"
"DNAJC12","grey"
"RNA5-8SN1","grey"
"DBF4","brown"
"LOC101927069","grey"
"TAS2R3","grey"
"LINC02532","grey"
"ZBP1","yellow"
"TUBB2A","turquoise"
"LINC02940","grey"
"HSPB1","turquoise"
"DUSP10","grey"
"LOC105378625","grey"
"CDH11","red"
"VIL1","green"
"ENO2","turquoise"
"SOX18","purple"
"TNNI3","grey"
"KIR2DL4","blue"
"ABCC3","green"
"FUT2","green"
"EPB41L4A","blue"
"SLC2A12","grey"
"GPRIN3","grey"
"HAPLN3","red"
"PMAIP1","brown"
"CCDC187","grey"
"LCN10","turquoise"
"LINC02446","grey"
